para1,para2,para4,price,loc1_0,loc1_1,loc1_2,loc1_3,loc1_4,loc1_5,loc1_6,loc1_7,loc1_8,loc1_9,dow_Mon,dow_Thu,dow_Tue,dow_Wed
1,555,4.0,275.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
3,501,9.0,313.33,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,120,13.6,410.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,212,12.0,150.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
3,342,4.0,310.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,609,27.2,533.33,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,331,12.4,300.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,271,13.6,480.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,307,13.6,400.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,622,8.0,355.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,625,6.8,362.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,764,6.0,900.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,308,3.0,200.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
0,451,13.6,490.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,917,6.0,1140.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,357,6.8,276.24,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,726,13.6,770.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,599,3.4,320.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,685,13.6,670.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,298,3.2,150.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,419,6.0,290.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1,346,13.2,500.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1,514,13.2,730.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,573,4.5,400.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,270,6.0,350.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,370,5.2,275.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,488,9.4,480.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1,627,13.6,610.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,771,5.0,510.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,354,6.0,380.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,653,13.6,660.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,314,3.6,235.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
3,698,13.6,845.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,465,13.6,700.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
1,617,13.4,900.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,563,4.0,350.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4,193,13.6,275.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,554,13.6,670.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2,751,5.0,815.61,0,0,0,1,0,0,0,0,0,0,0,0,1,0
3,605,6.4,350.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,16,2.4,250.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,581,2.4,210.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,351,13.6,580.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
0,163,3.0,320.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,27,2.0,800.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,341,3.2,225.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
3,300,12.0,500.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,296,9.6,200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,467,4.5,350.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
3,395,3.0,280.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,774,13.6,920.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
2,43,13.6,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,381,4.5,480.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1,558,2.8,263.33,0,0,0,0,0,0,0,0,1,0,0,0,1,0
0,216,2.0,170.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,733,13.6,2200.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
4,426,13.6,700.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,713,13.6,900.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3,190,11.2,240.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,446,6.25,460.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,173,6.5,212.5,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,247,1.2,127.5,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,498,11.0,500.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1,632,13.6,710.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,312,5.3,366.59,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,481,2.4,330.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1,536,13.6,780.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,291,6.4,200.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,474,13.6,590.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,549,13.6,600.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,356,13.6,500.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
3,1032,3.0,450.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
3,452,3.2,206.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,296,9.6,380.85,0,0,1,0,0,0,0,0,0,0,0,0,1,0
5,386,13.6,1100.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,415,5.2,310.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
1,351,2.8,300.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,198,5.2,220.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3,253,6.4,650.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,349,4.5,234.81,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,417,13.6,650.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1,312,13.6,500.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1,603,6.2,590.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,353,3.6,210.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,602,13.6,740.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
3,656,15.6,372.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,372,13.6,550.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
1,697,13.6,425.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,321,13.6,440.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,461,2.0,250.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,662,7.2,425.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,380,13.6,550.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,634,13.6,720.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,632,13.6,874.12,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1,16,4.6,266.67,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,411,13.6,550.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,363,3.0,220.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,691,13.6,750.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
1,310,4.0,270.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,706,13.6,840.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,631,8.0,400.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
0,184,13.6,275.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,215,13.6,670.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2,849,13.2,950.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,610,2.0,398.43,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,809,12.0,840.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,437,13.6,500.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,537,8.8,740.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,327,7.5,300.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,829,3.6,313.33,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,482,3.2,285.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,30,13.6,930.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,520,8.5,400.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
1,652,13.6,750.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,305,13.6,450.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
0,220,13.6,450.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1,666,10.0,375.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3,764,2.4,75.12,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1,400,1.8,140.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,301,3.2,240.0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,272,3.0,283.33,0,0,0,0,0,0,0,1,0,0,0,0,1,0
3,549,13.6,750.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,553,13.6,620.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3,482,3.0,220.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,679,4.4,270.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
1,337,6.8,250.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,547,4.5,270.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
0,20,13.6,150.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1,794,8.4,475.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,605,8.0,380.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,687,13.6,790.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
3,563,6.4,400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,789,6.8,810.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1,640,13.6,790.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1,522,13.6,162.5,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,823,13.6,950.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,593,3.2,350.0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
1,17,6.4,365.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3,352,13.6,450.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,598,4.0,415.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,166,13.6,360.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,433,13.6,500.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1,445,4.5,513.84,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,716,13.6,720.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1,323,13.6,550.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,765,11.6,880.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1,571,13.2,700.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
1,166,5.0,120.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
1,202,4.6,233.33,0,0,0,0,0,0,0,0,0,1,0,0,0,1
1,401,10.0,680.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1,674,13.6,740.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1,306,13.6,410.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
3,673,2.72,153.87,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,126,13.6,550.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1,316,5.6,200.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
1,670,13.6,684.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
